Ph ph,Dissolved O2 %,Conductivity uS/cm,Turbidity NTU,Battery %,Upload Time (Local),Class
5.968301756,74.8725898,163.786657,671.8842248,93.47012407,27/02/2020 16:23,DDoS
5.349085878,43.13787819,158.7838165,408.2331467,92.87200405,27/02/2020 16:23,DDoS
7.046039126,29.86629708,188.3016269,660.1017144,94.85897634,27/02/2020 16:23,DDoS
5.62594093,44.91517562,168.8106923,708.1974627,94.00626953,27/02/2020 16:23,DDoS
7.130445016,45.16985214,173.7492861,638.9624246,92.03499757,27/02/2020 16:23,DDoS
6.672717971,36.18524505,190.7407317,574.8273565,95.59093091,27/02/2020 16:23,DDoS
5.718705602,40.48582604,168.9467885,381.6817429,93.70989088,27/02/2020 16:23,DDoS
7.193092446,21.43024316,176.2994377,587.0407884,91.76994744,27/02/2020 16:23,DDoS
5.545919503,45.84961919,175.6428607,512.6268181,92.49248917,27/02/2020 16:23,DDoS
5.930473031,23.57231238,194.2683176,633.8608746,95.4466395,27/02/2020 16:23,DDoS
5.943199514,42.74554751,179.1408808,472.8759241,88.69242677,27/02/2020 16:23,DDoS
5.465048022,80.3135376,172.0256906,577.0482197,96.2241547,27/02/2020 16:23,DDoS
5.672768211,21.05549521,169.037941,432.7267907,88.38392782,27/02/2020 16:23,DDoS
5.334555224,43.50214987,182.1084287,692.6178458,93.71018635,27/02/2020 16:23,DDoS
5.963115914,50.86664345,191.6133739,695.5536398,97.3475756,27/02/2020 16:23,DDoS
6.843845155,21.82747699,193.8946343,438.4302911,93.4705046,27/02/2020 16:23,DDoS
6.823087086,57.43189144,171.2475301,600.992721,97.68375249,27/02/2020 16:23,DDoS
6.227538128,56.17774969,165.40776,611.5559051,86.54725879,27/02/2020 16:23,DDoS
5.672750027,29.84983999,185.9935079,709.1310408,98.52828674,27/02/2020 16:23,DDoS
5.532839618,29.58081947,191.025951,400.6098854,91.03995482,27/02/2020 16:23,DDoS
6.779328298,38.38234139,195.7801475,560.0734578,88.09796045,27/02/2020 16:23,DDoS
6.635803795,90.16958353,177.1745344,347.7473704,86.8922034,27/02/2020 16:23,DDoS
6.911251718,64.0339877,165.4851114,558.6873807,87.85376241,27/02/2020 16:23,DDoS
6.516166717,76.06338033,193.040352,529.0846415,86,27/02/2020 16:24,Replay
6.39,76.9,187.1,533.8,90,27/02/2020 16:25,Normal
6.39,76.6,187,531.1,93,27/02/2020 16:26,Normal
5.997591541,76.91374074,190.2732509,531.5314607,99,27/02/2020 16:27,Replay
6.28,75.5,187,521.2,91,27/02/2020 16:28,Normal
6.39,75.4,187,506.5,94,27/02/2020 16:29,Normal
6.455793382,75.18826407,179.7832894,506.4882932,89,27/02/2020 16:30,Replay
6.39,75.3,186.9,529.1,90,27/02/2020 16:31,Normal
6.39,74.4,186.8,533.5,94,27/02/2020 16:32,Normal
6.649570013,74.69303059,182.8850439,532.7663447,87,27/02/2020 16:33,Replay
6.39,73.6,186.7,526.2,91,27/02/2020 16:34,Normal
6.658912919,73.98073234,190.2602846,526.6012732,99,27/02/2020 16:35,Replay
6.513281182,73.43521318,192.0925093,526.0275965,94,27/02/2020 16:36,Replay
6.26,73.8,186.5,526.7,93,27/02/2020 16:37,Normal
6.38,72.8,186.5,529.3,92,27/02/2020 16:38,Normal
6.663316439,72.3983984,187.339154,528.9628352,93,27/02/2020 16:39,Replay
6.26,71.9,186.6,583.2,93,27/02/2020 16:40,Normal
6.39,70.7,186.5,534.7,90,27/02/2020 16:41,Normal
6.291174317,71.17975875,188.4219527,535.0708708,96,27/02/2020 16:42,Replay
6.25,69.2,186.5,530.5,93,27/02/2020 16:43,Normal
6.38,69.2,186.3,529.4,94,27/02/2020 16:44,Normal
6.24,69.2,186.2,537.8,93,27/02/2020 16:45,Normal
6.508958144,69.61303015,166.8733292,538.2774064,91,27/02/2020 16:46,Replay
6.38,67.9,186.3,542.7,90,27/02/2020 16:47,Normal
6.25,66.6,186.3,549.7,90,27/02/2020 16:48,Normal
6.699440305,66.32596149,176.8584284,549.0185221,97,27/02/2020 16:49,Replay
6.37,66.1,186.3,581.8,90,27/02/2020 16:50,Normal
6.39,66.6,186.3,528.5,93,27/02/2020 16:51,Normal
6.562689553,66.12089947,193.9917836,528.0760478,95,27/02/2020 16:52,Replay
6.26,75.1,186.4,532.9,93,27/02/2020 16:53,Normal
6.41,68.4,186.4,532.5,90,27/02/2020 16:54,Normal
6.150632284,68.18195651,188.8277217,533.2394677,90,27/02/2020 16:55,Replay
6.27,66.6,186.5,532.3,93,27/02/2020 16:56,Normal
6.27,67.9,186.6,546.4,92,27/02/2020 16:57,Normal
6.502034122,68.16940984,188.306115,547.3946336,93,27/02/2020 16:58,Replay
6.29,67.7,186.5,541.5,92,27/02/2020 16:59,Normal
6.28,68.5,186.6,550,90,27/02/2020 17:00,Normal
6.384249404,68.68450369,195.2793327,550.5579229,99,27/02/2020 17:01,Replay
6.41,66.6,186.7,561.6,92,27/02/2020 17:02,Normal
6.28,68,186.6,545.5,92,27/02/2020 17:03,Normal
6.624511295,67.53197012,183.7415368,544.8817758,92,27/02/2020 17:04,Replay
6.28,67.8,186.6,556.7,90,27/02/2020 17:05,Normal
6.29,68.5,186.6,551.4,92,27/02/2020 17:06,Normal
6.247987434,68.84399378,171.8560858,551.67688,99,27/02/2020 17:07,Replay
6.33,68.2,186.5,554.9,92,27/02/2020 17:08,Normal
6.41,68.3,186.5,536.1,90,27/02/2020 17:09,Normal
6.739961229,68.13560375,193.4698899,535.9452822,94,27/02/2020 17:10,Replay
6.28,67.8,186.5,539.1,93,27/02/2020 17:11,Normal
6.29,67.9,186.4,542.1,93,27/02/2020 17:12,Normal
6.708039076,67.44868218,188.3654243,543.0605198,97,27/02/2020 17:13,Replay
6.34,68.5,186.5,539.7,91,27/02/2020 17:14,Normal
6.41,68.5,186,538.6,96,27/02/2020 17:15,Normal
6.360802844,68.28628203,194.9332117,538.4681054,87,27/02/2020 17:16,Replay
6.28,68.9,186.2,540.9,98,27/02/2020 17:17,Normal
6.29,68,186.2,547.9,99,27/02/2020 17:18,Normal
6.719522521,67.60997912,189.5741903,547.0164415,88,27/02/2020 17:19,Replay
6.42,68,186.2,565.3,98,27/02/2020 17:20,Normal
6.3,69.3,186.3,567.7,98,27/02/2020 17:21,Normal
6.354661379,69.39556022,192.9398061,567.2063432,99,27/02/2020 17:22,Replay
6.41,70.8,186.3,561.7,98,27/02/2020 17:23,Normal
6.29,71.5,186.3,547.3,96,27/02/2020 17:24,Normal
6.615873114,71.73086457,187.4472145,546.6964509,96,27/02/2020 17:25,Replay
6.35,71,186.4,553.7,97,27/02/2020 17:26,Normal
6.28,70.8,186.5,557.3,99,27/02/2020 17:27,Normal
6.326295368,70.51413841,188.7370148,556.6527855,92,27/02/2020 17:28,Replay
6.42,70,186.5,578,99,27/02/2020 17:29,Normal
6.43,69.8,186.6,565,98,27/02/2020 17:30,Normal
6.631087389,69.63605949,195.0642552,565.5193943,88,27/02/2020 17:31,Replay
6.44,69.8,186.7,573.6,95,27/02/2020 17:32,Normal
6.36,82.4,186.7,557.2,98,27/02/2020 17:33,Normal
6.787704057,82.377759,182.8094646,557.1054837,94,27/02/2020 17:34,Replay
6.47,71.1,186.6,620.9,99,27/02/2020 17:35,Normal
6.33,66.2,186.5,610.8,98,27/02/2020 17:36,Normal
6.452323172,66.50950305,183.5021661,610.9493231,98,27/02/2020 17:37,Replay
6.39,67.8,186.5,604.8,96,27/02/2020 17:38,Normal
6.44,67.2,186.5,603.7,99,27/02/2020 17:39,Normal
6.752021871,67.58845851,183.7252213,602.9951531,91,27/02/2020 17:40,Replay
6.3,69.3,186.5,669.6,98,27/02/2020 17:41,Normal
6.42,68.1,186.5,541.6,96,27/02/2020 17:42,Normal
6.36,66.8,186.5,529.1,96,27/02/2020 17:43,Normal
6.802876637,66.85249548,188.2575916,528.6695513,98,27/02/2020 17:44,Replay
6.3,67.6,186.4,521.7,97,27/02/2020 17:45,Normal
6.4,66.8,186.1,551.4,99,27/02/2020 17:46,Normal
6.838287379,66.45818427,189.3708085,550.89634,96,27/02/2020 17:47,Replay
6.34,65.8,186,543.6,98,27/02/2020 17:48,Normal
6.34,66.4,186.1,540.5,99,27/02/2020 17:49,Normal
6.415557339,66.66971644,185.4638122,539.7509123,87,27/02/2020 17:50,Replay
6.4,66.9,186.1,546.6,96,27/02/2020 17:51,Normal
6.42,67.6,186.3,542.6,96,27/02/2020 17:52,Normal
6.872676666,67.2531251,182.8393203,543.0948164,100,27/02/2020 17:53,Replay
6.37,66.2,186.3,546.9,95,27/02/2020 17:54,Normal
6.35,66.7,186.2,542.3,95,27/02/2020 17:55,Normal
6.535475674,66.97514864,192.2340187,542.4453003,97,27/02/2020 17:56,Replay
6.29,66.4,186.3,531,93,27/02/2020 17:57,Normal
6.31,65.8,186.3,526.6,92,27/02/2020 17:58,Normal
6.557873313,65.30531113,185.0622514,527.1947448,93,27/02/2020 17:59,Replay
6.32,66,186.3,532.6,95,27/02/2020 18:00,Normal
6.32,66.4,186.3,528.5,92,27/02/2020 18:01,Normal
6.675226651,66.35726284,177.4577048,528.4179892,90,27/02/2020 18:02,Replay
6.44,66.3,186.3,526.4,92,27/02/2020 18:03,Normal
6.34,66.2,186.2,532.9,95,27/02/2020 18:04,Normal
6.829999208,65.92325605,189.2548307,532.1209344,98,27/02/2020 18:05,Replay
6.46,65.5,186.1,556.1,95,27/02/2020 18:06,Normal
6.47,65.3,186.1,567.1,95,27/02/2020 18:07,Normal
6.764879868,65.77550553,189.7442463,567.2140025,89,27/02/2020 18:08,Replay
6.32,64,186.1,561.9,93,27/02/2020 18:09,Normal
6.47,63.6,186,571.3,93,27/02/2020 18:10,Normal
6.22980086,63.73971535,186.6089261,571.7878876,91,27/02/2020 18:11,Replay
6.46,64.4,185.8,516.1,94,27/02/2020 18:12,Normal
6.45,62.7,185.8,552.5,93,27/02/2020 18:13,Normal
6.6635142,63.19897988,180.6252529,552.8456478,95,27/02/2020 18:14,Replay
6.32,62.2,185.8,497.7,95,27/02/2020 18:15,Normal
6.3,62.9,185.6,523.5,93,27/02/2020 18:16,Normal
6.751872693,62.89188534,176.1187522,523.9600589,94,27/02/2020 18:17,Replay
6.37,63,185.6,507,93,27/02/2020 18:18,Normal
6.4,63.6,185.3,541.2,92,27/02/2020 18:19,Normal
6.441192485,63.79902842,179.9958352,540.8693251,86,27/02/2020 18:20,Replay
6.41,63.1,185.2,523.1,95,27/02/2020 18:21,Normal
6.28,62.6,185.2,524.8,93,27/02/2020 18:22,Normal
5.90275899,83.30545451,167.8753195,497.8467618,87.65575468,27/02/2020 18:22,DDoS
5.951598777,62.90448706,171.3774362,542.6611925,99.04836633,27/02/2020 18:22,DDoS
6.766402813,82.75204288,179.3113666,439.1880501,99.58413249,27/02/2020 18:22,DDoS
6.866526609,75.20669343,192.9847399,497.4414145,88.15103884,27/02/2020 18:22,DDoS
6.811523938,31.49928517,173.8829134,394.9797728,87.92071866,27/02/2020 18:22,DDoS
5.560721998,52.21021583,163.9986865,448.6856286,98.50494001,27/02/2020 18:22,DDoS
6.653124147,36.26588454,159.5317752,511.5307078,86.37770859,27/02/2020 18:22,DDoS
7.0353221,68.29196717,177.8569237,586.0405769,98.28783659,27/02/2020 18:22,DDoS
5.942123735,50.160464,186.2133838,727.0900459,94.0498034,27/02/2020 18:22,DDoS
5.717957559,22.86371243,182.7494774,639.4657674,87.51930773,27/02/2020 18:22,DDoS
6.115823663,55.36524405,160.4305228,652.9182403,93.06379278,27/02/2020 18:22,DDoS
5.861797002,85.24193807,158.5501756,517.2514872,91.63803268,27/02/2020 18:22,DDoS
5.439314783,22.06866158,194.7704945,683.2154272,89.52223023,27/02/2020 18:22,DDoS
5.580318781,46.29333049,160.5966819,672.1022415,98.92112517,27/02/2020 18:22,DDoS
6.57889146,91.87794406,190.3361619,433.3800344,96.43201927,27/02/2020 18:22,DDoS
6.467988273,20.93834567,187.2797991,689.5344829,98.71950936,27/02/2020 18:22,DDoS
5.640232912,54.69150532,171.0642198,603.4459252,89.27466311,27/02/2020 18:22,DDoS
5.947247729,67.01766257,181.9546765,370.6732119,96.43903629,27/02/2020 18:22,DDoS
5.477485611,28.45522184,173.1717407,451.8121746,86.57846281,27/02/2020 18:22,DDoS
6.84442886,46.95399448,166.6885986,614.6857655,92.47391502,27/02/2020 18:22,DDoS
6.420522434,39.92345286,169.6745394,493.1139406,87.07006127,27/02/2020 18:22,DDoS
6.894128964,58.08016673,186.8363457,482.6176417,90.35797486,27/02/2020 18:22,DDoS
6.387908505,93.46270904,161.7166507,652.5632805,94.85149653,27/02/2020 18:22,DDoS
5.468281488,30.82928926,179.5224949,420.5277628,98.14113369,27/02/2020 18:22,DDoS
6.107542633,21.0406207,165.4852298,433.4378154,98.21069416,27/02/2020 18:22,DDoS
7.046105375,55.67537808,163.3055187,449.7739618,96.55931802,27/02/2020 18:22,DDoS
6.050396878,22.67605562,160.4636414,706.1494736,88.72499723,27/02/2020 18:22,DDoS
5.922940154,35.98824938,184.4504767,421.6290394,87.94519073,27/02/2020 18:22,DDoS
6.335981858,43.66714108,165.7809219,660.5502374,94.35861051,27/02/2020 18:22,DDoS
6.402924771,85.69996106,185.5103773,647.707549,99.11658882,27/02/2020 18:22,DDoS
5.822827539,26.03643133,168.9221976,495.1238597,90.95708071,27/02/2020 18:22,DDoS
5.772690383,70.55934282,169.176729,334.6585873,96.74000837,27/02/2020 18:22,DDoS
6.583268731,91.32904702,179.1537799,684.6788403,92.47813936,27/02/2020 18:22,DDoS
6.291708018,87.24942784,192.7143469,708.2273286,96.20972119,27/02/2020 18:22,DDoS
7.099273602,66.90809664,182.7568474,368.3861751,97.00226133,27/02/2020 18:22,DDoS
6.439391684,63.85810493,193.0979433,555.6814384,86.88699222,27/02/2020 18:22,DDoS
6.439860649,37.90431104,189.6240074,508.1642549,87.75711322,27/02/2020 18:22,DDoS
5.766160288,27.3647063,187.7696509,725.6148261,88.40348993,27/02/2020 18:22,DDoS
5.417052939,32.27801059,185.3704532,342.7391007,95.84019968,27/02/2020 18:22,DDoS
5.647386117,56.71561085,170.0964725,511.1057908,97.05956022,27/02/2020 18:22,DDoS
7.077333643,38.90182049,184.361827,686.3918302,99.42039549,27/02/2020 18:22,DDoS
6.799149745,55.84125967,194.7572977,489.9719838,90.77071445,27/02/2020 18:22,DDoS
6.958019146,90.17154031,192.9589294,482.2702496,94.12761928,27/02/2020 18:22,DDoS
6.42,64.5,185.1,519.6,94,27/02/2020 18:23,Normal
6.679881604,64.66101261,181.225168,519.3368943,90,27/02/2020 18:24,Replay
6.41,62,185,541.5,95,27/02/2020 18:25,Normal
6.4,62.1,184.9,552.7,90,27/02/2020 18:26,Normal
6.413503691,62.20688167,189.0643212,552.1978914,96,27/02/2020 18:27,Replay
6.24,62.1,184.8,514.1,93,27/02/2020 18:28,Normal
6.24,61.9,184.8,536.6,93,27/02/2020 18:29,Normal
6.595664128,61.84346123,186.5912465,537.2656676,93,27/02/2020 18:30,Replay
6.3,60.9,184.9,534.3,90,27/02/2020 18:31,Normal
6.38,60.6,184.8,522.2,93,27/02/2020 18:32,Normal
6.855777186,60.15156187,185.7363186,522.1617068,89,27/02/2020 18:33,Replay
6.41,61.3,184.8,517.6,92,27/02/2020 18:34,Normal
6.39,61,184.8,521.1,93,27/02/2020 18:35,Normal
6.41199058,60.51735388,180.7800789,521.8627894,99,27/02/2020 18:36,Replay
6.28,59.8,184.8,527.1,93,27/02/2020 18:37,Normal
6.32,60.3,184.7,531.7,91,27/02/2020 18:38,Normal
6.571419848,60.59018392,194.5478323,532.5285572,89,27/02/2020 18:39,Replay
6.33,60.8,184.6,527.4,91,27/02/2020 18:40,Normal
6.41,60.3,184.5,531,93,27/02/2020 18:41,Normal
6.724348197,60.47176249,183.4487132,530.437768,100,27/02/2020 18:42,Replay
6.33,59.7,184.5,538.9,91,27/02/2020 18:43,Normal
6.31,59.8,184.4,531.6,90,27/02/2020 18:44,Normal
6.712175404,59.95342634,187.4841353,532.2811613,94,27/02/2020 18:45,Replay
6.4,58.6,184.4,543.3,92,27/02/2020 18:46,Normal
6.4,58.9,184.3,548.5,90,27/02/2020 18:47,Normal
6.785038115,58.42773102,188.4058526,548.7027071,92,27/02/2020 18:48,Replay
6.27,58.2,184.2,534.3,93,27/02/2020 18:49,Normal
6.28,58.2,184.3,539.9,90,27/02/2020 18:50,Normal
6.696439773,57.81082404,174.7989465,540.0656167,86,27/02/2020 18:51,Replay
6.36,57.8,184.2,539,93,27/02/2020 18:52,Normal
6.35,57.6,184.2,528.4,91,27/02/2020 18:53,Normal
6.694727455,57.62251554,176.4770101,528.5772393,94,27/02/2020 18:54,Replay
6.29,56.5,184.3,533,93,27/02/2020 18:55,Normal
6.29,57.4,184.3,527.2,90,27/02/2020 18:56,Normal
6.782299559,57.50454504,192.2274237,527.3204635,89,27/02/2020 18:57,Replay
6.44,56.7,184.1,508.9,91,27/02/2020 18:58,Normal
6.39,57.2,183.9,525,92,27/02/2020 18:59,Normal
6.43,56.5,183.9,517.4,91,27/02/2020 19:00,Normal
6.849364195,56.76050871,192.5533974,516.4356793,92,27/02/2020 19:01,Replay
6.36,56.9,183.8,521.5,94,27/02/2020 19:02,Normal
6.39,57.7,183.5,528.2,93,27/02/2020 19:03,Normal
6.58133649,58.18737533,185.8267355,528.4612179,89,27/02/2020 19:04,Replay
6.39,57.4,183.5,514.7,90,27/02/2020 19:05,Normal
6.25,56.5,183.4,497.3,93,27/02/2020 19:06,Normal
6.336638655,56.00887499,181.9792891,496.5495106,89,27/02/2020 19:07,Replay
6.24,56.8,183.3,531.8,93,27/02/2020 19:08,Normal
6.25,56.5,183.3,526.6,93,27/02/2020 19:09,Normal
6.068247053,56.70185209,192.8276192,526.6052688,91,27/02/2020 19:10,Replay
6.4,55.4,183.2,509.2,92,27/02/2020 19:11,Normal
6.4,55.3,183.3,517.6,93,27/02/2020 19:12,Normal
6.656190398,55.51834097,188.2789323,517.1934598,93,27/02/2020 19:13,Replay
6.36,55.1,183.4,527.5,93,27/02/2020 19:14,Normal
6.34,54.9,183.4,522.4,91,27/02/2020 19:15,Normal
6.435296579,54.63135943,184.6459866,522.0293136,89,27/02/2020 19:16,Replay
6.41,54.5,183.4,524.4,92,27/02/2020 19:17,Normal
6.43,53.3,183.4,503.7,93,27/02/2020 19:18,Normal
6.821650899,53.09335808,173.5118825,503.4981105,89,27/02/2020 19:19,Replay
6.43,53.4,183.4,529,93,27/02/2020 19:20,Normal
6.42,54,183.4,500.2,93,27/02/2020 19:21,Normal
6.448203753,54.10867851,178.0202205,501.0733868,94,27/02/2020 19:22,Replay
6.29,52.2,183.4,542.4,93,27/02/2020 19:23,Normal
6.3,51.5,183.4,513.9,93,27/02/2020 19:24,Normal
6.688736512,51.78023657,190.0218928,513.9709058,93,27/02/2020 19:25,Replay
6.35,53,183.6,526.6,93,27/02/2020 19:26,Normal
6.48,51.4,183.5,536.6,90,27/02/2020 19:27,Normal
6.710477641,51.64624757,187.0117834,537.0894249,94,27/02/2020 19:28,Replay
6.37,51,183.5,528.4,91,27/02/2020 19:29,Normal
6.51,51.1,183.4,518.7,92,27/02/2020 19:30,Normal
6.52180043,50.67375875,188.6126742,518.0320176,94,27/02/2020 19:31,Replay
6.45,50.5,183.5,539.9,91,27/02/2020 19:32,Normal
6.35,48.8,183.5,537.5,90,27/02/2020 19:33,Normal
6.438032466,49.13856818,173.7551208,538.063291,99,27/02/2020 19:34,Replay
6.53,49,183.6,540.1,90,27/02/2020 19:35,Normal
6.37,49.1,183.6,541.8,90,27/02/2020 19:36,Normal
6.54,51.1,183.7,542.8,91,27/02/2020 19:37,Normal
6.256031189,51.5846057,186.9054146,541.9012018,86,27/02/2020 19:38,Replay
6.55,51.1,183.7,541.9,93,27/02/2020 19:39,Normal
6.56,52,183.8,543.3,92,27/02/2020 19:40,Normal
6.613974726,52.0624862,191.0443814,543.5342644,91,27/02/2020 19:41,Replay
6.42,52.2,183.8,546.2,93,27/02/2020 19:42,Normal
6.41,50.7,183.2,549.4,96,27/02/2020 19:43,Normal
6.438219835,50.78024683,187.1959396,549.5051408,96,27/02/2020 19:44,Replay
6.6,48.9,183.4,547.2,99,27/02/2020 19:45,Normal
6.44,47.5,183.3,546.5,96,27/02/2020 19:46,Normal
6.868488978,47.5631089,165.930103,545.834846,98,27/02/2020 19:47,Replay
6.44,46.5,183.4,544.4,97,27/02/2020 19:48,Normal
6.62,46.8,183.4,544.5,99,27/02/2020 19:49,Normal
6.671679985,47.21809137,182.5964844,545.488082,98,27/02/2020 19:50,Replay
6.47,45.9,183.5,543.6,98,27/02/2020 19:51,Normal
6.65,46.9,183.5,546.1,99,27/02/2020 19:52,Normal
6.753547345,47.0327859,188.5310119,546.2274133,96,27/02/2020 19:53,Replay
6.66,46.7,183.5,550.1,98,27/02/2020 19:54,Normal
6.65,47.8,183.5,546,98,27/02/2020 19:55,Normal
6.879307555,48.2280936,187.9281534,546.3364278,88,27/02/2020 19:56,Replay
6.65,48.1,183.5,544.9,98,27/02/2020 19:57,Normal
6.68,46.8,183.5,541.2,96,27/02/2020 19:58,Normal
6.376248173,46.75178562,174.7639224,540.5696338,97,27/02/2020 19:59,Replay
6.66,47.9,183.5,538.2,97,27/02/2020 20:00,Normal
6.7,48.7,183.5,539.6,100,27/02/2020 20:01,Normal
6.966198735,48.42580454,190.4415818,539.3538839,86,27/02/2020 20:02,Replay
6.61,49,183.5,542.5,99,27/02/2020 20:03,Normal
6.62,48.4,183.4,539.1,98,27/02/2020 20:04,Normal
6.643617237,48.81327149,179.8454014,539.15082,91,27/02/2020 20:05,Replay
6.7,49.2,183.3,543.7,97,27/02/2020 20:06,Normal
6.69,49.6,183.4,536.9,96,27/02/2020 20:07,Normal
6.458526901,49.9818261,189.213013,537.0049186,99,27/02/2020 20:08,Replay
6.68,49.8,183.4,538.8,97,27/02/2020 20:09,Normal
6.74,50.3,183.4,544.3,99,27/02/2020 20:10,Normal
6.769371842,50.40176335,181.7691267,543.5902857,96,27/02/2020 20:11,Replay
6.76,50,183.3,549.2,96,27/02/2020 20:12,Normal
6.76,48.5,183.5,545.1,99,27/02/2020 20:13,Normal
6.604957446,48.08875821,195.0524353,545.6211201,89,27/02/2020 20:14,Replay
6.6,48,183.5,542.9,98,27/02/2020 20:15,Normal
6.77,47.5,183.5,548.2,99,27/02/2020 20:16,Normal
6.6,47.9,183.5,545.1,96,27/02/2020 20:17,Normal
6.802599746,48.34732929,181.7460163,545.3466195,94,27/02/2020 20:18,Replay
6.78,47.6,183.5,543.7,98,27/02/2020 20:19,Normal
6.63,48.5,183.5,547,99,27/02/2020 20:20,Normal
6.706692954,48.2713395,188.0529346,547.9151412,100,27/02/2020 20:21,Replay
6.78,47.7,183.5,541.4,99,27/02/2020 20:22,Normal
6.61,48.8,183.5,540.5,97,27/02/2020 20:23,Normal
6.202411242,48.64371367,193.5280775,541.0045147,100,27/02/2020 20:24,Replay
6.71,46.5,183.8,548.2,98,27/02/2020 20:25,Normal
6.63,45.7,183.8,549.6,95,27/02/2020 20:26,Normal
6.891550106,45.35052872,180.8606518,549.8052923,87,27/02/2020 20:27,Replay
6.7,45.1,183.8,548.3,95,27/02/2020 20:28,Normal
6.71,45.4,183.7,557,95,27/02/2020 20:29,Normal
6.568247533,45.88996851,166.0712058,556.9223564,98,27/02/2020 20:30,Replay
6.71,47.3,183.7,553.2,95,27/02/2020 20:31,Normal
6.81,46.6,183.6,552.6,95,27/02/2020 20:32,Normal
6.978984868,46.83391679,174.4140455,553.5767125,97,27/02/2020 20:33,Replay
6.64,46.6,183.6,554.9,92,27/02/2020 20:34,Normal
6.81,46.5,183.6,549.5,95,27/02/2020 20:35,Normal
6.781068561,46.40484181,192.8722689,550.2548201,95,27/02/2020 20:36,Replay
6.66,46.5,183.5,547.4,92,27/02/2020 20:37,Normal
6.74,46,183.5,549.6,94,27/02/2020 20:38,Normal
6.407532361,46.42447937,184.6589488,550.3834286,99,27/02/2020 20:39,Replay
6.65,45.6,183.5,547.6,92,27/02/2020 20:40,Normal
6.82,46.2,183.4,538.4,95,27/02/2020 20:41,Normal
6.870181639,46.68211876,172.5087018,539.2818164,90,27/02/2020 20:42,Replay
6.67,45,183.3,552.1,92,27/02/2020 20:43,Normal
6.67,46.1,183.3,550.5,94,27/02/2020 20:44,Normal
6.730904922,46.3830842,191.0689344,549.6603081,98,27/02/2020 20:45,Replay
6.83,48.5,183.2,551.6,95,27/02/2020 20:46,Normal
6.66,48.3,183.2,556.2,94,27/02/2020 20:47,Normal
6.636976262,48.28166041,178.7383127,556.4072067,100,27/02/2020 20:48,Replay
6.67,47.2,183.2,552.4,95,27/02/2020 20:49,Normal
6.75,46.8,183.1,575.1,93,27/02/2020 20:50,Normal
6.547592702,47.25899104,194.292151,575.9240956,92,27/02/2020 20:51,Replay
6.68,46.5,183.1,568.8,93,27/02/2020 20:52,Normal
6.83,44.3,183.1,560.5,95,27/02/2020 20:53,Normal
6.72,44.1,183,561.3,91,27/02/2020 20:54,Normal
6.718879271,44.11129695,192.6397952,560.4470811,92,27/02/2020 20:55,Replay
6.84,46,183.1,552.2,91,27/02/2020 20:56,Normal
6.71,46.3,183.1,554.7,94,27/02/2020 20:57,Normal
6.445467861,46.07148435,186.4653033,554.1362175,95,27/02/2020 20:58,Replay
6.79,46.9,183,553.3,90,27/02/2020 20:59,Normal
6.7,47,183,559.6,93,27/02/2020 21:00,Normal
6.992502159,46.98475266,193.4604178,559.2794143,99,27/02/2020 21:01,Replay
6.79,48.2,183,555.2,94,27/02/2020 21:02,Normal
6.76,48.4,183,557.2,93,27/02/2020 21:03,Normal
6.581630942,48.71977501,175.7737261,557.6578783,88,27/02/2020 21:04,Replay
6.67,47.6,182.9,552.1,93,27/02/2020 21:05,Normal
6.84,45.4,182.8,552.9,91,27/02/2020 21:06,Normal
6.443146325,45.83016792,189.6751008,552.9034969,90,27/02/2020 21:07,Replay
6.67,43.9,182.8,553.2,93,27/02/2020 21:08,Normal
6.86,44.3,182.7,554.4,93,27/02/2020 21:09,Normal
6.926933519,44.18609753,176.7366613,553.9048598,94,27/02/2020 21:10,Replay
6.82,44.8,182.6,553.6,93,27/02/2020 21:11,Normal
6.86,44.9,182.6,551.2,91,27/02/2020 21:12,Normal
6.534879456,45.09396917,186.9342744,550.8766836,91,27/02/2020 21:13,Replay
6.86,44.7,182.5,555.9,93,27/02/2020 21:14,Normal
6.78,47.3,182.5,556.4,93,27/02/2020 21:15,Normal
6.836511169,46.97590693,178.9637087,557.3674349,98,27/02/2020 21:16,Replay
6.88,47.3,182.5,555.1,93,27/02/2020 21:17,Normal
6.77,46.8,182.5,558.2,91,27/02/2020 21:18,Normal
6.788965763,46.95926822,190.5120981,558.8212845,90,27/02/2020 21:19,Replay
6.74,45.9,182.4,553.9,94,27/02/2020 21:20,Normal
6.89,44.2,182.4,553.4,95,27/02/2020 21:21,Normal
6.78827638,43.76313562,192.1851555,553.3231098,92,27/02/2020 21:22,Replay
6.71,43.5,182.3,558.8,93,27/02/2020 21:23,Normal
6.71,46.4,182.3,556.3,91,27/02/2020 21:24,Normal
6.268400124,46.11825349,185.7944826,555.3420509,100,27/02/2020 21:25,Replay
6.7,46.6,182.2,559.6,94,27/02/2020 21:26,Normal
6.89,45.7,182.2,576.4,93,27/02/2020 21:27,Normal
6.744678044,46.10345169,194.1847842,576.8879844,86,27/02/2020 21:28,Replay
6.79,47.4,182.1,552.4,93,27/02/2020 21:29,Normal
6.8,48.4,182.1,565.1,93,27/02/2020 21:30,Normal
6.31291196,48.84108635,194.8348278,565.7380474,93,27/02/2020 21:31,Replay
6.72,48,182,555.9,92,27/02/2020 21:32,Normal
